SpotifyTrack,SpotifyArtist,uri,year,genre,release_date,popular,key,explicit,mode,chartrank,acousticness,danceability,energy,duration_ms,instrumentalness,valence,tempo,liveness,loudness,speechiness,time_signature
Happier,Marshmello /and/ Bastille,spotify:track:2dpaYNEQHiRxtZbfNsse99,2018,Pop,8/17/2018,1,5,0,1,45,0.191,0.687,0.792,214290,0,0.671,100.015,0.167,-2.749,0.0452,4
End Game,Taylor Swift /and/ Ed Sheeran /and/ Future,spotify:track:2x0WlnmfG39ZuDmstl9xfX,2018,Pop,11/10/2017,1,2,0,1,46,0.00845,0.649,0.589,244827,0,0.151,159.073,0.108,-6.237,0.0558,4
Eastside (with Halsey & Khalid),benny blanco /and/ Halsey /and/ Khalid,spotify:track:0d2iYfpKoM0QCKvcLCkBao,2018,Pop,7/12/2018,1,6,0,0,47,0.555,0.56,0.68,173800,0,0.319,89.391,0.116,-7.648,0.321,4
Sorry Not Sorry,Demi Lovato,spotify:track:7gvd8xj4QgPqbQSsn5pV7d,2018,Pop,9/29/2017,1,11,1,0,48,0.0237,0.705,0.64,203760,0,0.887,144.077,0.262,-6.928,0.225,4
Drew Barrymore,Bryce Vine,spotify:track:0OgGn1ofaj55l2PcihQQGV,2018,Pop,12/1/2017,1,11,1,0,49,0.46,0.758,0.574,191147,0.00272,0.261,151.985,0.102,-6.889,0.0572,4
Natural,Imagine Dragons,spotify:track:2FY7b99s15jUprqC0M5NCT,2018,Pop,11/9/2018,1,2,0,1,50,0.217,0.704,0.611,189467,0,0.22,100,0.0812,-6.112,0.0409,4
Without Me,Halsey,spotify:track:5p7ujcrUXASCNwRaWNHR1C,2019,Pop,10/4/2018,1,6,1,1,1,0.297,0.752,0.488,201661,0.00000911,0.533,136.041,0.0936,-7.05,0.0705,4
Sucker,Jonas Brothers,spotify:track:22vgEDb5hykfaTwLuskFGD,2019,Pop,6/7/2019,1,1,0,0,2,0.0427,0.842,0.734,181027,0,0.952,137.958,0.106,-5.065,0.0588,4
Eastside (with Halsey & Khalid),benny blanco /and/ Halsey /and/ Khalid,spotify:track:0d2iYfpKoM0QCKvcLCkBao,2019,Pop,7/12/2018,1,6,0,0,3,0.555,0.56,0.68,173800,0,0.319,89.391,0.116,-7.648,0.321,4
I Don't Care (with Justin Bieber),Ed Sheeran /and/ Justin Bieber,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,2019,Pop,5/10/2019,1,6,0,1,4,0.0912,0.798,0.675,219947,0,0.842,101.956,0.0894,-5.041,0.0442,4
Dancing With A Stranger (with Normani),Sam Smith /and/ Normani,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,2019,Pop,1/11/2019,1,8,0,1,5,0.45,0.741,0.52,171030,0.00000197,0.347,102.998,0.222,-7.513,0.0656,4
Talk (feat. Disclosure),Khalid /and/ Disclosure,spotify:track:6TqXcAFInzjp0bODyvrWEq,2019,Pop,4/5/2019,1,0,0,1,6,0.051,0.901,0.4,197573,0,0.346,135.984,0.0599,-8.575,0.126,4
High Hopes,Panic! At The Disco,spotify:track:1rqqCSm0Qe4I9rUvWncaom,2019,Pop,6/22/2018,1,5,0,1,7,0.193,0.579,0.904,190947,0,0.681,82.014,0.064,-2.729,0.0618,4
bad guy,Billie Eilish,spotify:track:2Fxmhks0bxGSBdJ92vM42m,2019,Pop,3/29/2019,1,7,0,1,8,0.328,0.701,0.425,194088,0.13,0.562,135.128,0.1,-10.965,0.375,4
Wow.,Post Malone,spotify:track:7xQAfvXzm3AkraOtGPWIZg,2019,Pop,9/6/2019,1,11,1,0,9,0.136,0.829,0.539,149547,0.00000178,0.388,99.96,0.103,-7.359,0.208,4
Truth Hurts,Lizzo,spotify:track:3HWzoMvoF3TQfYg4UPszDq,2019,Pop,4/19/2019,1,4,1,0,10,0.11,0.715,0.624,173325,0,0.412,158.087,0.123,-3.046,0.114,4
Se̱orita,Shawn Mendes /and/ Camila Cabello,spotify:track:0TK2YIli7K1leLovkQiNik,2019,Pop,6/21/2019,1,9,0,0,11,0.037,0.759,0.54,190960,0,0.75,116.947,0.0945,-6.039,0.0287,4
7 rings,Ariana Grande,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,2019,Pop,2/8/2019,1,1,1,0,12,0.592,0.778,0.317,178627,0,0.327,140.048,0.0881,-10.732,0.334,4
"thank u, next",Ariana Grande,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,2019,Pop,2/8/2019,1,1,1,1,13,0.229,0.717,0.653,207320,0,0.412,106.966,0.101,-5.634,0.0658,4
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone /and/ Swae Lee,spotify:track:3KkXRkHbMCARz0aVfEt68P,2019,Pop,12/14/2018,1,2,0,1,14,0.556,0.76,0.479,158040,0,0.913,89.911,0.0703,-5.574,0.0466,4
Sweet but Psycho,Ava Max,spotify:track:7DnAm9FOTWE3cUvso43HhI,2019,Pop,9/18/2020,1,1,0,1,15,0.0684,0.72,0.706,187436,0,0.62,133.002,0.166,-4.719,0.0473,4
Happier,Marshmello /and/ Bastille,spotify:track:2dpaYNEQHiRxtZbfNsse99,2019,Pop,8/17/2018,1,5,0,1,16,0.191,0.687,0.792,214290,0,0.671,100.015,0.167,-2.749,0.0452,4
If I Can't Have You,Shawn Mendes,spotify:track:6LsAAHotRLMOHfCsSfYCsz,2019,Pop,5/3/2019,1,2,0,1,17,0.524,0.692,0.809,190800,0,0.864,123.911,0.147,-4.198,0.0602,4
Someone You Loved,Lewis Capaldi,spotify:track:7qEHsqek33rTcFNT9PFqLf,2019,Pop,5/17/2019,1,1,0,1,19,0.751,0.501,0.405,182161,0,0.446,109.891,0.105,-5.679,0.0319,4
"break up with your girlfriend, i'm bored",Ariana Grande,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,2019,Pop,2/8/2019,1,5,1,0,20,0.0421,0.726,0.554,190440,0,0.335,169.999,0.106,-5.29,0.0917,4
Better,Khalid,spotify:track:6zeeWid2sgw4lap2jV61PZ,2019,Pop,10/18/2018,1,0,0,0,21,0.0765,0.596,0.552,229320,0.334,0.112,97.949,0.104,-10.278,0.097,4
Old Town Road - Remix,Lil Nas X /and/ Billy Ray Cyrus,spotify:track:2YpeDb67231RjR0MgVLzsG,2019,Pop,6/21/2019,1,6,0,1,22,0.0533,0.878,0.619,157067,0,0.639,136.041,0.113,-5.56,0.102,4
Goodbyes (feat. Young Thug),Post Malone /and/ Young Thug,spotify:track:0t3ZvGKlmYmVsDzBJAXK8C,2019,Pop,9/6/2019,1,5,1,1,23,0.456,0.548,0.653,174853,0,0.163,150.068,0.103,-3.875,0.081,4
"Hey Look Ma, I Made It",Panic! At The Disco,spotify:track:22oEJW6r2rMb9z4IntfyEa,2019,Pop,6/22/2018,1,5,0,1,24,0.0137,0.577,0.833,169667,0,0.58,107.936,0.121,-3.337,0.0695,4
breathin,Ariana Grande,spotify:track:4OafepJy2teCjYJbvFE60J,2019,Pop,8/17/2018,1,8,1,1,25,0.0211,0.568,0.656,198160,0.0000137,0.364,100.049,0.213,-5.413,0.0433,4
Beautiful People (feat. Khalid),Ed Sheeran /and/ Khalid,spotify:track:4evmHXcjt3bTUHD1cvny97,2019,Pop,6/28/2019,1,5,0,0,26,0.124,0.64,0.648,197867,0,0.548,92.977,0.0802,-8.113,0.187,4
Only Human,Jonas Brothers,spotify:track:0DiDStADDVh3SvAsoJAFMk,2019,Pop,6/7/2019,1,0,0,1,27,0.108,0.795,0.496,183000,0,0.874,94.01,0.0645,-5.883,0.0722,4
Youngblood,5 Seconds of Summer,spotify:track:2iUXsYOEPhVqEBwsqP70rE,2019,Pop,6/15/2018,1,7,0,0,28,0.0169,0.596,0.854,203418,0,0.152,120.274,0.124,-5.114,0.463,4
Trampoline,SHAED,spotify:track:0lsRatBUs9HNIZAmoGABzk,2019,Pop,9/21/2018,1,7,0,0,29,0.488,0.689,0.412,184060,0.00016,0.537,126.754,0.0659,-7.523,0.0301,4
Love Lies (with Normani),Khalid /and/ Normani,spotify:track:45Egmo7icyopuzJN0oMEdk,2019,Pop,2/14/2018,1,6,0,1,30,0.0956,0.708,0.648,201707,0,0.338,143.955,0.134,-5.626,0.0449,4
Be Alright,Dean Lewis,spotify:track:3EPXxR3ImUwfayaurPi3cm,2019,Pop,6/29/2018,1,11,1,1,31,0.697,0.553,0.586,196373,0,0.443,126.684,0.0813,-6.319,0.0362,4
SICKO MODE,Travis Scott,spotify:track:2xLMifQCjDGFmkHkpNLD9h,2019,Pop,8/3/2018,1,8,1,1,32,0.00513,0.834,0.73,312820,0,0.446,155.008,0.124,-3.714,0.222,4
Circles,Post Malone,spotify:track:21jGcNKet2qwijlDFuPiPb,2019,Pop,9/6/2019,1,0,0,1,33,0.192,0.695,0.762,215280,0.00244,0.553,120.042,0.0863,-3.497,0.0395,4
You Need To Calm Down,Taylor Swift,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,2019,Pop,8/23/2019,1,2,0,1,34,0.00929,0.771,0.671,171360,0,0.714,85.026,0.0637,-5.617,0.0553,4
Easier,5 Seconds of Summer,spotify:track:2bjUEg4jBtKBlPdNrTAppI,2019,Pop,3/27/2020,1,5,0,1,35,0.476,0.562,0.46,158099,0,0.623,176.055,0.107,-4.173,0.259,4
Beautiful (feat. Camila Cabello),Bazzi /and/ Camila Cabello,spotify:track:4VUwkH455At9kENOfzTqmF,2019,Pop,8/2/2018,1,2,0,1,36,0.346,0.638,0.717,180000,0,0.249,100.027,0.105,-4.722,0.0337,4
How Do You Sleep?,Sam Smith,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,2019,Pop,7/19/2019,1,1,0,0,37,0.153,0.477,0.682,202205,0,0.345,110.567,0.0763,-4.931,0.0925,5
Who Do You Love,The Chainsmokers /and/ 5 Seconds of Summer,spotify:track:2fVHrSxsQbJUuj9MW9zG1e,2019,Pop,12/6/2019,1,3,1,1,38,0.0101,0.51,0.846,226733,0,0.475,139.927,0.208,-4.595,0.0461,4
Cool,Jonas Brothers,spotify:track:7yfi8B8opXjnRh4VZnOkz9,2019,Pop,6/7/2019,1,0,0,1,39,0.00873,0.683,0.598,167107,0,0.62,78.969,0.156,-5.487,0.0423,4
Better Now,Post Malone,spotify:track:7dt6x5M1jzdTEt8oCbisTK,2019,Pop,4/27/2018,1,10,1,1,40,0.331,0.68,0.578,231267,0,0.341,145.038,0.135,-5.804,0.04,4
Girls Like You (feat. Cardi B),Maroon 5 /and/ Cardi B,spotify:track:6V1bu6o1Yo5ZXnsCJU8Ovk,2019,Pop,6/15/2018,1,0,1,1,42,0.568,0.851,0.541,235545,0,0.448,124.959,0.13,-6.825,0.0505,4
This Feeling,The Chainsmokers /and/ Kelsea Ballerini,spotify:track:4NBTZtAt1F13VvlSKe6KTl,2019,Pop,12/14/2018,1,1,0,1,43,0.0558,0.575,0.571,197947,0,0.449,105.049,0.0912,-7.906,0.0439,4
boyfriend (with Social House),Ariana Grande /and/ Social House,spotify:track:0Ryd8975WihbObpp5cPW1t,2019,Pop,8/2/2019,1,10,1,0,44,0.119,0.4,0.795,186107,0,0.702,190.097,0.159,-3.731,0.461,4
Time,NF,spotify:track:6MxMqCgqmekcr0VwSU7AVH,2019,Pop,7/26/2019,1,0,0,0,45,0.138,0.677,0.688,240429,0,0.198,98.049,0.114,-4.058,0.0633,4
Never Really Over,Katy Perry,spotify:track:5PYQUBXc7NYeI1obMKSJK0,2019,Pop,5/31/2019,1,8,0,1,46,0.194,0.77,0.882,223523,0,0.385,99.991,0.316,-4.792,0.0602,4
when the party's over,Billie Eilish,spotify:track:43zdsphuZLzwA9k4DJhU0I,2019,Pop,3/29/2019,1,4,0,1,47,0.978,0.367,0.111,196077,0.0000397,0.198,82.642,0.0897,-14.084,0.0972,4
Speechless,Dan + Shay,spotify:track:3GJ4hzg4lrGwU51Y3VARbF,2019,Pop,6/22/2018,1,1,0,1,48,0.356,0.616,0.438,213387,0,0.386,135.929,0.24,-5.968,0.0298,4
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake /and/ Selena Gomez /and/ Ozuna /and/ Cardi B,spotify:track:4w8niZpiMy6qz1mntFA5uM,2019,Pop,9/28/2018,1,8,1,0,49,0.157,0.842,0.801,212500,0.00000482,0.617,95.881,0.0642,-4.167,0.228,4
Good as Hell,Lizzo,spotify:track:6KgBpzTuTRPebChN0VTyzV,2019,Pop,4/17/2019,1,0,0,0,50,0.256,0.682,0.919,159736,0,0.535,95.982,0.442,-3.18,0.0875,4
Blinding Lights,The Weeknd,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,2020,Pop,3/20/2020,1,1,0,1,1,0.00146,0.514,0.73,200040,0.0000954,0.334,171.005,0.0897,-5.934,0.0598,4
Adore You,Harry Styles,spotify:track:3jjujdWJ72nww5eGnfs2E7,2020,Pop,12/13/2019,1,8,0,1,2,0.0237,0.676,0.771,207133,0.000007,0.569,99.048,0.102,-3.675,0.0483,4
Circles,Post Malone,spotify:track:21jGcNKet2qwijlDFuPiPb,2020,Pop,9/6/2019,1,0,0,1,3,0.192,0.695,0.762,215280,0.00244,0.553,120.042,0.0863,-3.497,0.0395,4
Don't Start Now,Dua Lipa,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,2020,Pop,10/31/2019,1,11,0,0,4,0.0125,0.794,0.793,183290,0,0.677,123.941,0.0952,-4.521,0.0842,4
Break My Heart,Dua Lipa,spotify:track:017PF4Q3l4DBUiWoXk4OWT,2020,Pop,3/27/2020,1,4,0,0,5,0.167,0.73,0.729,221820,0.00000139,0.467,113.013,0.349,-3.434,0.0883,4
Before You Go,Lewis Capaldi,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,2020,Pop,11/22/2019,1,3,0,1,6,0.604,0.459,0.575,215107,0,0.183,111.881,0.0885,-4.858,0.0573,4
Say So,Doja Cat,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,2020,Pop,11/7/2019,1,11,1,0,7,0.256,0.787,0.673,237893,0.00000357,0.786,110.962,0.0904,-4.577,0.158,4
Watermelon Sugar,Harry Styles,spotify:track:6UelLqGlWMcVH1E5c4H7lY,2020,Pop,12/13/2019,1,0,0,1,8,0.122,0.548,0.816,174000,0,0.557,95.39,0.335,-4.209,0.0465,4
Intentions (feat. Quavo),Justin Bieber /and/ Quavo,spotify:track:4umIPjkehX1r7uhmGvXiSV,2020,Pop,2/14/2020,1,9,0,1,9,0.3,0.806,0.546,212867,0,0.874,147.986,0.102,-6.637,0.0575,4
Memories,Maroon 5,spotify:track:2b8fOow8UzyDFAE27YhOZM,2020,Pop,9/20/2019,1,11,0,1,10,0.837,0.764,0.32,189486,0,0.575,91.019,0.0822,-7.209,0.0546,4
hot girl bummer,blackbear,spotify:track:2mt1IqcFyY1zmYZT8Q3xw9,2020,Pop,8/21/2020,1,6,1,0,11,0.125,0.782,0.559,188344,0,0.685,129.992,0.385,-7.106,0.0767,1
Falling,Trevor Daniel,spotify:track:4TnjEaWOeW0eKTKIEvJyCa,2020,Pop,10/5/2018,1,10,0,0,12,0.123,0.785,0.431,159382,0,0.236,127.085,0.0887,-8.756,0.0364,4
My Oh My (feat. DaBaby),Camila Cabello /and/ DaBaby,spotify:track:3yOlyBJuViE2YSGn3nVE1K,2020,Pop,12/6/2019,1,8,0,1,13,0.018,0.724,0.491,170746,0.0000129,0.383,105.046,0.0887,-6.024,0.0296,4
Good as Hell,Lizzo,spotify:track:6KgBpzTuTRPebChN0VTyzV,2020,Pop,4/17/2019,1,0,0,0,14,0.256,0.682,0.919,159736,0,0.535,95.982,0.442,-3.18,0.0875,4
Lose You To Love Me,Selena Gomez,spotify:track:4l0Mvzj72xxOpRrp6h8nHi,2020,Pop,1/10/2020,1,4,0,1,15,0.556,0.488,0.343,206459,0,0.0978,102.819,0.21,-8.985,0.0436,4
everything i wanted,Billie Eilish,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,2020,Pop,11/13/2019,1,6,0,0,17,0.902,0.704,0.225,245426,0.657,0.243,120.006,0.106,-14.454,0.0994,4
ROXANNE,Arizona Zervas,spotify:track:696DnlkuDOXcMAnKlTgXXK,2020,Pop,10/10/2019,1,6,1,0,18,0.0522,0.621,0.601,163636,0,0.457,116.735,0.46,-5.616,0.148,5
ROCKSTAR (feat. Roddy Ricch),DaBaby /and/ Roddy Ricch,spotify:track:7ytR5pFWmSjzHJIeQkgog4,2020,Pop,4/17/2020,1,11,1,1,20,0.247,0.746,0.69,181733,0,0.497,89.977,0.101,-7.956,0.164,4
Someone You Loved,Lewis Capaldi,spotify:track:7qEHsqek33rTcFNT9PFqLf,2020,Pop,5/17/2019,1,1,0,1,21,0.751,0.501,0.405,182161,0,0.446,109.891,0.105,-5.679,0.0319,4
Dance Monkey,Tones And I,spotify:track:2XU0oxnq2qxCpomAAuJY8K,2020,Pop,10/17/2019,1,6,0,0,22,0.692,0.824,0.588,209438,0.000104,0.513,98.027,0.149,-6.4,0.0924,4
Heartless,The Weeknd,spotify:track:7graOvVPwjmSFwJ3rHoPDt,2020,Pop,2/5/2021,1,10,1,0,23,0.0194,0.538,0.751,198267,0.00000142,0.244,169.985,0.145,-5.487,0.128,4
I Hope,Gabby Barrett,spotify:track:23T0OX7QOiIUFShSzbJ5Uo,2020,Pop,6/19/2020,1,6,0,1,24,0.0951,0.466,0.536,210773,0,0.377,75.998,0.114,-6.227,0.0429,4
Supalonely,BENEE /and/ Gus Dapperton,spotify:track:4nK5YrxbMGZstTLbvj6Gxw,2020,Pop,11/15/2019,1,7,1,1,25,0.305,0.863,0.631,223480,0.0000304,0.817,128.977,0.123,-4.689,0.0534,4
death bed (coffee for your head),Powfu /and/ beabadoobee,spotify:track:7eJMfftS33KTjuF7lTsMCx,2020,Pop,2/8/2020,1,8,0,0,27,0.731,0.726,0.431,173333,0,0.348,144.026,0.696,-8.765,0.135,4
If the World Was Ending - feat. Julia Michaels,JP Saxe /and/ Julia Michaels,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,2020,Pop,10/17/2019,1,1,0,1,28,0.866,0.464,0.473,208687,0,0.604,75.801,0.109,-10.086,0.129,4
ily (i love you baby) (feat. Emilee),Surf Mesa /and/ Emilee,spotify:track:62aP9fBQKYKxi7PDXwcUAS,2020,Pop,11/26/2019,1,11,0,0,30,0.0686,0.674,0.774,176547,0.00188,0.33,112.05,0.393,-7.567,0.0892,4
"Sunday Best (Feeling Good, Like I Should)",Surfaces,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,2020,Pop,1/6/2019,1,5,0,1,31,0.183,0.878,0.525,158571,0,0.694,112.022,0.0714,-6.832,0.0578,4
Trampoline,SHAED,spotify:track:0lsRatBUs9HNIZAmoGABzk,2020,Pop,9/21/2018,1,7,0,0,32,0.488,0.689,0.412,184060,0.00016,0.537,126.754,0.0659,-7.523,0.0301,4
"10,000 Hours (with Justin Bieber)",Dan + Shay /and/ Justin Bieber,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,2020,Pop,10/4/2019,1,10,0,1,33,0.153,0.654,0.63,167693,0,0.43,89.991,0.111,-4.644,0.0259,4
Mood (feat. iann dior),24kGoldn /and/ iann dior,spotify:track:3tjFYV6RSFtuktYl3ZtYcq,2020,Pop,7/24/2020,1,7,1,0,34,0.221,0.7,0.722,140526,0,0.756,90.989,0.272,-3.558,0.0369,4
Come & Go (with Marshmello),Juice WRLD /and/ Marshmello,spotify:track:2Y0wPrPQBrGhoLn14xRYCG,2020,Pop,7/10/2020,1,0,1,1,35,0.0172,0.625,0.814,205485,0,0.535,144.991,0.158,-5.181,0.0657,4
Only Human,Jonas Brothers,spotify:track:0DiDStADDVh3SvAsoJAFMk,2020,Pop,6/7/2019,1,0,0,1,36,0.108,0.795,0.496,183000,0,0.874,94.01,0.0645,-5.883,0.0722,4
Panini - DaBaby Remix,Lil Nas X /and/ DaBaby,spotify:track:4SDgTLDYrJ2UrHbkRkg7MD,2020,Pop,9/13/2019,1,5,0,0,37,0.22,0.717,0.598,151040,0,0.496,153.905,0.122,-5.613,0.0809,4
Be Like That - feat. Swae Lee & Khalid,Kane Brown /and/ Swae Lee /and/ Khalid,spotify:track:5f1joOtoMeyppIcJGZQvqJ,2020,Pop,7/10/2020,1,7,0,1,38,0.0469,0.727,0.626,191406,0.0000258,0.322,86.97,0.126,-8.415,0.0726,4
The Box,Roddy Ricch,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,2020,Pop,12/6/2019,1,10,1,0,39,0.104,0.896,0.586,196653,0,0.642,116.971,0.79,-6.687,0.0559,4
Rain On Me (with Ariana Grande),Lady Gaga /and/ Ariana Grande,spotify:track:24ySl2hOPGCDcxBxFIqWBu,2020,Pop,5/22/2020,1,9,0,1,40,0.021,0.672,0.855,182200,0,0.646,123.056,0.323,-3.764,0.0397,4
Like That (feat. Gucci Mane),Doja Cat /and/ Gucci Mane,spotify:track:4EivmOT13NMpNSfTKn9p4s,2020,Pop,11/7/2019,1,4,1,0,41,0.24,0.879,0.499,163173,0,0.405,106.043,0.0967,-6.027,0.18,4
The Bones,Maren Morris,spotify:track:7yFhA2fUsL2oIMWlw5DaHQ,2020,Pop,3/8/2019,1,11,0,0,42,0.278,0.612,0.57,197293,0,0.334,77.002,0.0963,-6.642,0.0347,4
Kings & Queens,Ava Max,spotify:track:7a53HqqArd4b9NF4XAmlbI,2020,Pop,9/18/2020,1,1,0,0,43,0.00786,0.637,0.69,162399,0,0.457,129.857,0.124,-4.057,0.0405,4
Truth Hurts,Lizzo,spotify:track:3HWzoMvoF3TQfYg4UPszDq,2020,Pop,4/19/2019,1,4,1,0,44,0.11,0.715,0.624,173325,0,0.412,158.087,0.123,-3.046,0.114,4
Dynamite,BTS,spotify:track:4saklk6nie3yiGePpBwUoc,2020,Pop,11/20/2020,1,6,0,0,45,0.0112,0.746,0.765,199054,0,0.737,114.044,0.0936,-4.41,0.0993,4
Blueberry Faygo,Lil Mosey,spotify:track:6wJYhPfqk3KGhHRG76WzOh,2020,Pop,2/7/2020,1,0,1,1,46,0.207,0.774,0.554,162547,0,0.349,99.034,0.132,-7.909,0.0383,4
You should be sad,Halsey,spotify:track:7lidXGPXPYLNThITAOTlkK,2020,Pop,1/17/2020,1,2,1,1,47,0.143,0.591,0.585,205473,0,0.324,110.94,0.109,-6.35,0.0277,4
Graveyard,Halsey,spotify:track:2ufmtcIFdFpuUYBPXK5f67,2020,Pop,1/17/2020,1,11,0,0,48,0.231,0.667,0.583,181806,0.0000448,0.187,92.043,0.181,-5.127,0.0747,4
Toosie Slide,Drake,spotify:track:127QTOFJsJQp5LbJbu3A1y,2020,Pop,4/3/2020,1,1,1,0,49,0.321,0.834,0.454,247059,0.00000615,0.837,81.618,0.114,-9.75,0.201,4
Bang!,AJR,spotify:track:53BHUFdQphHiZUUG3nx9zn,2020,Pop,2/12/2020,1,1,0,0,50,0.0183,0.74,0.516,170858,0,0.698,139.918,0.0558,-6.233,0.0507,4
Foolish,Ashanti,spotify:track:6zMUIb4uce1CzpbjR3vMdN,2002,R&B,1/1/2002,1,0,1,1,1,0.347,0.665,0.695,227387,0,0.707,90.119,0.106,-5.763,0.0532,4
U Don't Have to Call,Usher,spotify:track:5PCJldueshnwqQVjS16543,2002,R&B,8/7/2001,1,1,1,1,2,0.0478,0.793,0.568,269400,0.0000357,0.806,100.005,0.0304,-4.958,0.0459,4
Halfcrazy,Musiq Soulchild,spotify:track:3oXNIpoUMdk8qGkwCeXqGv,2002,R&B,1/1/2002,1,11,0,0,3,0.462,0.412,0.77,254493,0.0000015,0.418,101.955,0.0485,-6.057,0.18,3
Hot In Herre,Nelly,spotify:track:04KTF78FFg8sOHC1BADqbY,2002,R&B,6/25/2002,1,11,1,0,4,0.206,0.956,0.745,228240,0,0.912,107.075,0.0615,-4.753,0.12,4
Anything (feat. Next),Jaheim,spotify:track:38084tN66v4KHqiLpl9cN8,2002,R&B,3/13/2001,1,5,0,1,5,0.0516,0.731,0.377,287027,0,0.452,105.743,0.137,-7.907,0.0425,4
Dilemma,Nelly /and/ Kelly Rowland,spotify:track:0ARK753YaiJbpLUk7z5yIM,2002,R&B,6/25/2002,1,2,1,0,6,0.227,0.727,0.552,289160,0.000164,0.607,168.189,0.198,-8.074,0.14,4
Always On Time,Ja Rule /and/ Ashanti,spotify:track:4hrae8atte6cRlSC9a7VCO,2002,R&B,1/1/2001,1,5,1,0,7,0.208,0.839,0.706,245133,0,0.839,96.673,0.242,-6.104,0.199,4
"Lights, Camera, Action!",Mr. Cheeks,spotify:track:36gOOIQaBwXZVKL5z2vC3Z,2002,R&B,1/1/2001,1,1,1,1,9,0.115,0.792,0.93,261027,0,0.812,105.505,0.292,-6.32,0.0693,4
Nothin',N.O.R.E.,spotify:track:5ZKVNTG7yu7gbX4vryqS2X,2002,R&B,1/1/2002,1,3,1,0,10,0.317,0.791,0.863,264653,0.00000113,0.742,97.035,0.27,-6.118,0.151,4
I Love You,Faith Evans,spotify:track:6gsmFgUiSTuinJlScwFODv,2002,R&B,2001,1,11,0,0,11,0.00981,0.489,0.757,267160,0,0.567,168.004,0.234,-4.062,0.0926,4
Butterflies,Michael Jackson,spotify:track:0rT9f5BSZrZ6DvzfBEckG0,2002,R&B,10/29/2001,1,8,0,1,12,0.0583,0.708,0.655,279160,0.0000021,0.545,89.99,0.11,-2.69,0.0883,4
I Need A Girl (Pt. 2) [Made Popular By P. Diddy & Ginuwine] [Karaoke Version],Party Tyme Karaoke,spotify:track:6vroxijAehdYAUvigML2Ds,2002,R&B,9/7/2018,1,8,0,1,14,0.0667,0.933,0.339,286003,0.0000174,0.551,100.037,0.0375,-10.035,0.0794,4
Oops (Oh My) [feat. Missy Elliott],Tweet /and/ Missy Elliott,spotify:track:5Y0E3dOeynKuLDAXu0t0Bg,2002,R&B,4/2/2002,1,10,1,0,15,0.233,0.66,0.536,237800,0.00669,0.775,159.963,0.111,-8.786,0.29,4
What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe /and/ Ja Rule /and/ Ashanti,spotify:track:2mKouqwAIdQnMP43zxR89r,2002,R&B,12/4/2001,1,8,1,1,17,0.0219,0.835,0.707,267093,0.0000219,0.919,93.955,0.108,-5.074,0.0598,4
U Got It Bad,Usher,spotify:track:7J41dYQolQJEtj3UmKLu5r,2002,R&B,8/7/2001,1,1,0,1,18,0.0227,0.816,0.5,247840,0.00000153,0.649,124.037,0.0733,-4.551,0.03,4
Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,Busta Rhymes /and/ Diddy /and/ Pharrell Williams,spotify:track:4SnTf4ixVZCfQtxHNhky0T,2002,R&B,11/7/2001,1,6,1,0,19,0.0844,0.697,0.793,238600,0,0.56,89.767,0.0619,-4.699,0.323,4
I Need A Girl (Pt. 2) [Made Popular By P. Diddy & Ginuwine] [Karaoke Version],Party Tyme Karaoke,spotify:track:6vroxijAehdYAUvigML2Ds,2002,R&B,9/7/2018,1,8,0,1,20,0.0667,0.933,0.339,286003,0.0000174,0.551,100.037,0.0375,-10.035,0.0794,4
Still Fly,Big Tymers,spotify:track:563vSy3HB5NHxel1VGQCW6,2002,R&B,1/1/2002,1,11,1,1,21,0.0302,0.675,0.607,335613,0.00000897,0.56,177.928,0.339,-3.538,0.162,4
Nothing In This World,KeKe Wyatt /and/ Avant,spotify:track:54Ev13Dca9qrYZDNLFUYpb,2002,R&B,1/1/2001,1,6,0,1,22,0.195,0.7,0.63,251067,0,0.399,131.95,0.034,-3.344,0.0444,4
Someone To Love You,Ruff Endz,spotify:track:2LrvK045zLQyt4s9n1QSBA,2002,R&B,2002,1,8,0,1,23,0.0543,0.637,0.678,297360,0,0.426,77.928,0.0961,-2.21,0.0345,1
